subject,predicated,object
Clean_Water_and_Sanitation,subClassOf,Nf372d4f0f38047e59527a99bde9b389c
N820016514cbf4525bbf8824afb862abe,onClass,National_poverty_lines
Time_on_domestic_work,subClassOf,Yellow_Indicators
Integrated__risk_Mgmt,type,Class
Integrated_water_Mgmt,label,Integrated_water_Mgmt
N961e7659fa2e4f89ad151ce96ca3f6b4,type,Restriction
N920c7680412549cb92e3acbc2e06088c,type,Restriction
Sexual_health_access,type,Class
Material_footprint,label,Material_footprint
Conflict_related_deaths,subClassOf,Green_Indicators
Na08553ae0b9b4750af0bed71cded8fbf,cardinality,1
Ne867c9b9bf8a4260bc2243a646e25850,cardinality,1
Forest_area,subClassOf,Green_Indicators
N3a942c2c5bd3466db50458b139f05a61,cardinality,1
N43052178a53d4b0b9cb856a49ca1540d,onClass,Access_to_clean_fuels
Genetic_resources,type,Class
has_Mobile_phone_ownership,range,Mobile_phone_ownership
has_Global_food_loss,label,Global_food_loss
Good_health_and_well_being,subClassOf,N6a49d7295bed44a0a5be180bac13cfaf
has_Investment_for_LDCs,range,Investment_for_LDCs
Nf372d4f0f38047e59527a99bde9b389c,type,Restriction
has_Tariff_rates,type,ObjectProperty
N0247f2c5216443f3a1ac0abeaa65b621,type,Restriction
Integration_climate_policies,label,Integration_climate_policies
Occupational_injuries,type,Class
Food_price_anomaly,label,Food_price_anomaly
has_Women_in_management,label,Women_in_management
N546477627ee44bd591d5fa638c38b06a,onProperty,has_Health_expenditure
Nfebdc4e4fe114f4fa18652e00a299836,onProperty,has_Small_scale_industry_value
has_Sustainable_technologies,type,ObjectProperty
has_Discriminatory_practices,label,Discriminatory_practices
has_Discriminatory_practices,range,Discriminatory_practices
Child_stunting,label,Child_stunting
Compliance_labour_rights,subClassOf,Red_Indicators
Ne9ab40f04b294549a84befce6a04946e,onProperty,has_Sustainable_fishery_income
N5bd7fff890124db19a7a4a823f7dda29,cardinality,1
has_Own_health_decisions,domain,Gender_Equality
N11d4c92f9b384be4b94b574c0c202e58,type,Restriction
N03256c78d1f844ea8a745f12d7ce4b3a,cardinality,1
has_National_poverty_lines,domain,No_Poverty
has_Secure_land_rights,range,Secure_land_rights
has_Bribery_in_public,range,Bribery_in_public
Energy_intensity,type,Class
has_Food_price_anomaly,label,Food_price_anomaly
Nad151b183a414434aefa9ed838ba397c,cardinality,1
N758c96d115e149c7ae95e033890e0855,onClass,Maternal_mortality
Nf77c647c14d04610aadfcdaa55e84607,onClass,Aid_for_Trade
has_Child_stunting,label,Child_stunting
Illicit_financial_flows,type,Class
has_Medicine_availability,type,ObjectProperty
has_Hazardous_waste_agreement,domain,Responsible_Consumption_and_Production
Extreme_poverty,subClassOf,Green_Indicators
has_Fish_stocks_levels,type,ObjectProperty
Tracking_gender_equality,label,Tracking_gender_equality
N89d169e0f2774c088804c6b591621c4e,cardinality,1
has_Neonatal_mortality,domain,Good_health_and_well_being
Rural_road_access,subClassOf,Red_Indicators
Nfc943a495a6c4c0f81a8f72827df0771,onProperty,has_Energy_service_investment
Genetic_resource_sharing,subClassOf,Yellow_Indicators
N60cbeb04b1e3461f8d640fbee5274e1f,onClass,violence_prevalence
has_Transboundary_cooperation,label,Transboundary_cooperation
Public_service_satisfaction,subClassOf,Red_Indicators
has_Health_staff_at_births,range,Health_staff_at_births
Nefa8033d06254bad880586065d68f9ba,onClass,Water_sanitation_deaths
has_Hazardous_waste_agreement,label,Hazardous_waste_agreement
N50fc80f94fed44b4a9ac3bcfd72d255c,onProperty,has_Financial_account_access
Ne4495b181fd746a9b53d3022041a2126,onProperty,has_Children_on_track
Sexual_violence,label,Sexual_violence
has_Time_on_domestic_work,type,ObjectProperty
Clean_Water_and_Sanitation,subClassOf,N3dfe0f6243e84226ae815f7ece56d0be
has_Disaster_losses,range,Disaster_losses
Genital_mutilation,subClassOf,Yellow_Indicators
N841cf15618bd4a12a72649477436118f,cardinality,1
Quality_Education,subClassOf,N8250471580e14665a7d8c48cea7d6465
Affordable_and_Clean_Energy,subClassOf,Sustainable_Development_Goals
has_Govt_expenditure_in_budgets,type,ObjectProperty
N3e84f9dd79474a0aa100f1bb3b25d074,type,Restriction
N1d6b2fcc3d5c43fb8f9edc904c3946a1,first,Climate_Action
N1c9eb92f75f440308d5e35deb5d3b5fb,cardinality,1
Investment_for_LDCs,type,Class
N920c7680412549cb92e3acbc2e06088c,onProperty,has_Sustainable_technologies
N9f6fe89c1f3b4452ba303c56d0593000,onClass,Macroeconomic_dashboard
has_Disaster_deaths_injury,domain,N0809baf80d7a4533b28e39564a461a0c
Life_On_Land,subClassOf,Na952a8fcab3d47ad823081afd91ffa86
N5a93ababf92b457a91febdb7bf41fe52,onProperty,has_Women_in_parliament
Ncf1db9b246264fe88d01ebe041bf78c5,cardinality,1
Zero_Hunger,subClassOf,Na0cba11b4e674940ace452b06c3b62c8
has_Genetic_resources,label,Genetic_resources
has_Safe_city_spaces,label,Safe_city_spaces
N37276e4595f2443d84bd081e6d9b9029,onClass,Sustainable_lifestyles
has_Basic_services,label,Basic_services
Secure_land_rights,label,Secure_land_rights
has_National_sust_plans,type,ObjectProperty
Financial_services_access,label,Financial_services_access
Climate_Action,subClassOf,N68037476ff16433bab48aa42fea0c527
N6f5a2dd0345b45b0ac3b570eacebe812,onClass,Green_Climate_Fund
Partnerships_for_The_Goals,subClassOf,Na0aa8e67238743a9914ff23e67217cba
has_Internet_use,type,ObjectProperty
has_Access_to_clean_fuels,range,Access_to_clean_fuels
N9eecc5b5aed14bc59526b3339380ba1e,type,Restriction
has_Forced_marriage,range,Forced_marriage
Undernourichment,label,Undernourichment
has_ICT_skills,label,ICT_skills
Nd5f024d488114f5f9492e0469195152f,cardinality,1
N9d60bb1c5bd340bb87250306e32f8e07,onProperty,has_National_results_framework
N02906aa6de304aa988e537e962de88ae,cardinality,1
has_Child_labour,label,Child_labour
Public_information_access,type,Class
N38fe181fe9394e46809f42342b3980a6,type,Restriction
Nd691c50dbbda4438a8a7cf70116339a4,type,Restriction
Statistical_capacity_resource,subClassOf,Red_Indicators
Nd8fd6dabd6e2498dac14e81daad364d2,onClass,Water_ecosystems
edu_for_sust_development,subClassOf,Red_Indicators
N6655b3c6b24d4d348d17f305bf28ba95,onProperty,has_Integrated__risk_Mgmt
Youth_education_or_training,type,Class
Undernourichment,subClassOf,Green_Indicators
Decent_Work_and_Economic_Growth,subClassOf,Nbe5500b100b64ade9d50f5ebd8bfa93e
has_Material_footprint,domain,N0c9b699454f848848b3f6f7bfd14034e
Investment_for_LDCs,subClassOf,Red_Indicators
Prod_per_labour_unit,subClassOf,Green_Indicators
Solid_waste_management,type,Class
Nc1e33eaf44b44cd19f0361f7b1990d47,type,Restriction
has_Inclusive_intl_participation,domain,Peace_Justice_and_Strong_Institutions
No_Poverty,subClassOf,Ne867c9b9bf8a4260bc2243a646e25850
has_Research_for_marine_tech,range,Research_for_marine_tech
Statistical_capacity,subClassOf,Green_Indicators
has_Fossil_fuel_subsidies,domain,Responsible_Consumption_and_Production
Govt_expenditure_in_budgets,subClassOf,Red_Indicators
has_Corporate_sust_reports,range,Corporate_sust_reports
has_Sexual_health_access,type,ObjectProperty
Mountain_biodiversity,subClassOf,Green_Indicators
Peace_Justice_and_Strong_Institutions,subClassOf,N17466862601f4f7c81d03f24dad3dcb1
Nfc447dec38f9452daf9b402bf661d62a,type,Restriction
Reduce_Inequalities,label,Reduce_Inequalities
N5ec6fbfa4bed457197194724d966a441,onProperty,has_Passenger_freight_volumes
has_Time_on_domestic_work,domain,Gender_Equality
N79b1144bc6944df1b41e1c0b2afb1879,onProperty,has_Clean_energy_investment
has_Social_protection,label,Social_protection
has_Safe_city_spaces,type,ObjectProperty
N2c7fbca325654e8da7950be849eab745,cardinality,1
Human_rights_institutions,subClassOf,Green_Indicators
Invasive_alien_species,type,Class
has_Sanitation__handwashing,range,Sanitation__handwashing
Partnerships_for_The_Goals,subClassOf,N3c54dc27de8242afb40874ebc73eb61f
Child_mortality,subClassOf,Green_Indicators
Development_assistance,subClassOf,Yellow_Indicators
Nd9f08db3d7a5499a8b28feb7c059e839,onClass,SDG_support
has_Statistical_capacity,domain,Partnerships_for_The_Goals
has_Hazardous_waste,range,Hazardous_waste
has_R_and_D_spending,type,ObjectProperty
Literacy__numeracy,label,Literacy_&_numeracy
Financial_soundness,type,Class
N84b85566031548dda871014018dd8cbb,onClass,Red_List_Index
Peace_Justice_and_Strong_Institutions,subClassOf,N9be5ae06971e416baf5c513977d02993
N09197b97e696487db6152958711f4ff6,unionOf,Nd329bb103ee44924a29b935104ad815d
Unintentional_poisoning,type,Class
Family_planning,type,Class
Medicine_availability,subClassOf,Red_Indicators
has_Unintentional_poisoning,range,Unintentional_poisoning
Na02d771fbc024ba3b1d9e93d6947f285,onProperty,has_Journalist_media_killings
N6655b3c6b24d4d348d17f305bf28ba95,type,Restriction
has_Institutional_representation,range,Institutional_representation
has_Unsentenced_detainees,label,Unsentenced_detainees
N03561d85e82a4857b5b62e3e755ac852,type,Restriction
Peace_Justice_and_Strong_Institutions,subClassOf,N15a5fb8b09d741ceb9451302d9601afc
has_edu_for_sust_development,type,ObjectProperty
has_Adolescent_births,type,ObjectProperty
Na02d771fbc024ba3b1d9e93d6947f285,onClass,Journalist_media_killings
has_Literacy__numeracy,domain,Quality_Education
Sustainable_Development_Goals,member,Quality_Education
Bribery_in_public,label,Bribery_in_public
Nb1df7821044441e3b1b85457c09430de,onProperty,has_Foreign_Direct_Investment
Nf53c90a16c7744d0b2f0aa331610c25e,type,Restriction
has_ODA_for_infrastructure,type,ObjectProperty
High_tech_industry_value,type,Class
Healthcare_coverage,subClassOf,Green_Indicators
has_Homicides_rate,label,Homicides_rate
N86818bfbb1074ea1a4564e31d0798d61,onClass,Statistical_capacity
Good_health_and_well_being,subClassOf,N06ba3a3e103f4fa8b0d073c4934df8fd
Cultural_heritage,label,Cultural_heritage
has_Public_discrimination,range,Public_discrimination
Ocean_acidification,subClassOf,Red_Indicators
has_Sustainable_fishery_income,type,ObjectProperty
has_Open_city_spaces,range,Open_city_spaces
has_Internet_use,range,Internet_use
N31e65be5cb654a10a9e6c7f774f277d0,cardinality,1
Sustainable_Cities_and_Communities,subClassOf,N4d586ac7db7d4083897ceb651bce4458
Food_price_anomaly,subClassOf,Green_Indicators
N68037476ff16433bab48aa42fea0c527,cardinality,1
has_Electricity_access,label,Electricity_access
,contributor,Hathairat Louchintong
Water_use_efficiency,label,Water_use_efficiency
N3e34d3a691084a2787a89d50ab12a6de,type,Restriction
N3a942c2c5bd3466db50458b139f05a61,onProperty,has_Hourly_earnings
Zero_Hunger,subClassOf,Nc34fa6adc35d4cb6bfe6923ea72adbe5
Sustainable_Cities_and_Communities,subClassOf,N09f14827689c4f4d8020494010519db3
has_Homicides_rate,domain,Peace_Justice_and_Strong_Institutions
Indicators,label,Indicators
Disaster_costs,label,Disaster_costs
Clean_energy_investment,label,Clean_energy_investment
N699e0fb3fd4243208fe957455f067f95,onClass,Secure_land_rights
Census_completeness,subClassOf,Yellow_Indicators
has_Urban_planning,range,Urban_planning
N79b1144bc6944df1b41e1c0b2afb1879,onClass,Clean_energy_investment
Nc318be26e0b548db8a03540d97c4bb2d,onClass,Health_workers
Nfdae03dd121646ffae1a6210683b632e,onProperty,has_Domestic_consumption
has_ODA_to_health,domain,Good_health_and_well_being
has_Internet_use,domain,Partnerships_for_The_Goals
Science_tech_cooperation,label,Science_tech_cooperation
has_Open_city_spaces,type,ObjectProperty
N84b85566031548dda871014018dd8cbb,cardinality,1
Sust_consumption_plans,subClassOf,Red_Indicators
Hourly_earnings,label,Hourly_earnings
has_Integration_climate_policies,range,Integration_climate_policies
Peace_Justice_and_Strong_Institutions,subClassOf,N51aabe5bfdab46d5bc6054c317136564
N3e34d3a691084a2787a89d50ab12a6de,cardinality,1
Affordable_and_Clean_Energy,subClassOf,N86888339cb5e46cd9520e216d73ac7ea
N15b57982401345cda80d24c5d1934f2c,rest,nil
Reduce_Inequalities,subClassOf,N841cf15618bd4a12a72649477436118f
has_Urban_air_pollution,type,ObjectProperty
has_Disparities_in_edu_access,label,Disparities_in_edu_access
has_Personal_remittances,range,Personal_remittances
,title,Sustainable Development Goals  by Hathairat&Renuga V1
N6503a55f341f4e0098baf30e529e88a2,cardinality,1
has_ODA_to_health,type,ObjectProperty
has_High_tech_industry_value,domain,Industry_Innovation_and_Infrastructure
N499a2a4c25114918af4e8d1ca16be9fa,onProperty,has_Invasive_alien_species
N3a942c2c5bd3466db50458b139f05a61,onClass,Hourly_earnings
has_Unintentional_poisoning,type,ObjectProperty
has_Neglected_tropical_disease,domain,Good_health_and_well_being
N51aabe5bfdab46d5bc6054c317136564,onProperty,has_Inclusive_intl_participation
Nea720dc4b13b464794e1e3133ae28a8d,cardinality,1
has_Sustainable_urbanization,label,Sustainable_urbanization
Sustainable_lifestyles,label,Sustainable_lifestyles
National_sust_plans,subClassOf,Red_Indicators
Disparities_in_edu_access,label,Disparities_in_edu_access
has_Mobile_phone_ownership,label,Mobile_phone_ownership
has_Health_staff_at_births,type,ObjectProperty
Urban_slum_population,type,Class
Ne218764d402e4454a2c64dc49410fd06,onProperty,has_Urban_slum_population
N38fe181fe9394e46809f42342b3980a6,cardinality,1
National_results_framework,type,Class
Differential_tariffs,label,Differential_tariffs
N2b69c1d1f5a04f26ae6ea75ff9216d73,onClass,Urban_planning
Inclusive__safe_school,label,Inclusive_&_safe_school
N9999fffb70b2449ab71e77ccf12ba0fa,onProperty,has_Disaster_deaths_injury
Marine_ecosystems,subClassOf,Red_Indicators
Forest_management,label,Forest_management
N50fc80f94fed44b4a9ac3bcfd72d255c,onClass,Financial_account_access
N08c44b2508f84c16967a7403c0a8f403,type,Restriction
N6e1b6f7eae874af4b1fadb8d9c88772d,onProperty,has_Informal_employment
N6ab7d2e40a0e4607b8966acc4669489a,onClass,Child_wasting_or_obesity
N967de7956dae4719ae115f574e6195aa,type,Restriction
N3f6436ccd7fb40cb98af5c796d1e9abc,type,Restriction
has_Hepatitis_B_incidence,type,ObjectProperty
Tourism_GDP_contribution,label,Tourism_GDP_contribution
has_Debt_service,range,Debt_service
Safe_drinking_water,label,Safe_drinking_water
Decent_Work_and_Economic_Growth,subClassOf,Sustainable_Development_Goals
N4d586ac7db7d4083897ceb651bce4458,cardinality,1
Nea720dc4b13b464794e1e3133ae28a8d,onProperty,has_Bribery_in_public
R_and_D_researchers,label,R_and_D_researchers
Sustainable_Cities_and_Communities,subClassOf,Sustainable_Development_Goals
Macroeconomic_dashboard,type,Class
Nc6ddc5d6144342c4b57c487cf9352d61,cardinality,1
Open_city_spaces,label,Open_city_spaces
has_ODA_from_OECD,range,ODA_from_OECD
Peace_Justice_and_Strong_Institutions,type,Class
Local_sanitation_Mgmt,label,Local_sanitation_Mgmt
has_Local_sanitation_Mgmt,domain,Clean_Water_and_Sanitation
has_National_statistical_plans,range,National_statistical_plans
Ne42e0f03ffc44e33a4ab0cfc1e83e6d3,cardinality,1
N866563cc2a1b4ef5993403b383f905ad,cardinality,1
Good_health_and_well_being,subClassOf,N570151a4c9e24d188eb0e1d6b32c0c7d
has_Development_assistance,label,Development_assistance
N9aa963a31c0c450c8edd17eaf063b24e,cardinality,1
has_Recycling_rates,type,ObjectProperty
N76dfa42d108a4987b730d7bf18ecfa77,onClass,Own_health_decisions
has_Malaria_incidence,domain,Good_health_and_well_being
has_Access_further_education,domain,Quality_Education
Life_Below_Water,subClassOf,Sustainable_Development_Goals
National_sust_plans,type,Class
ODA_for_biodiversity,type,Class
Quality_Education,subClassOf,N891abd115e424d4ab64e8f76fccf3ff9
Unsentenced_detainees,label,Unsentenced_detainees
N5e16abecc7094e249a0f033847872dde,onClass,Inclusive__safe_school
has_Seized_or_surrendered_arms,label,Seized_or_surrendered_arms
Nf9856d65f4b54245ad9c2bfe11f913d8,onProperty,has_Forced_marriage
Industry_Innovation_and_Infrastructure,subClassOf,N0b8626c50cfe438684cf2bc99bb31048
has_R_and_D_spending,domain,Industry_Innovation_and_Infrastructure
Disaster_deaths,label,Disaster_deaths
Climate_Action,subClassOf,Sustainable_Development_Goals
N3bd49a91353f45f094f9ba40950614e7,onProperty,has_Local_disaster_risk
N967de7956dae4719ae115f574e6195aa,onProperty,has_Malaria_incidence
N8250471580e14665a7d8c48cea7d6465,cardinality,1
has_Wildlife_poaching,label,Wildlife_poaching
Sustainable_lifestyles,subClassOf,Red_Indicators
Youth_education_or_training,subClassOf,Yellow_Indicators
Migration_recruitment_cost,label,Migration_recruitment_cost
National_statistical_plans,label,National_statistical_plans
N5698fd44f9a54e8f9b22acb46549abd8,onClass,Mobile_network_coverage
has_Maternal_mortality,label,Maternal_mortality
N697acde9fa5b42fd900d2287ec16e92a,onProperty,has_Labour_share_of_GDP
Climate_Action,subClassOf,N3bd49a91353f45f094f9ba40950614e7
Good_health_and_well_being,subClassOf,Nc3f5e5db825c48ca9b96763bd00548f0
N6468e449e46247a9ade8dda04ce0ef50,onProperty,has_Seized_or_surrendered_arms
Good_health_and_well_being,subClassOf,N7f38948d67d14b20b45e2bdcb39945bc
Mountain_biodiversity,label,Mountain_biodiversity
has_Air_pollution_deaths,label,Air_pollution_deaths
Women_in_parliament,subClassOf,Green_Indicators
N7fb32d2e20df49469e2124f8c9259d16,cardinality,1
N6de0d23e5e5b4223a020323235fe097f,onClass,Health_staff_at_births
N1c2f09b51fb1424e9421143b9859ee86,onClass,Sustainable_tourism
N0247f2c5216443f3a1ac0abeaa65b621,cardinality,1
Domestic_consumption,subClassOf,Yellow_Indicators
GDP_per_capita_growth,type,Class
has_Emergency_preparedness,type,ObjectProperty
Reduce_Inequalities,subClassOf,Nd21cda2040704cfb9e77fcfb9c03de0d
Govt_revenue_GDP,type,Class
N3115a7fca4bc411794db92d429f575e1,onProperty,has_Govt_expenditure_in_budgets
N0b8626c50cfe438684cf2bc99bb31048,onProperty,has_Rural_road_access
has_Climate_change_education,domain,Climate_Action
Ne218764d402e4454a2c64dc49410fd06,onClass,Urban_slum_population
N0b8626c50cfe438684cf2bc99bb31048,type,Restriction
has_Census_completeness,domain,Partnerships_for_The_Goals
Pre_primary_participation,label,Pre-primary_participation
has_High_tech_industry_value,type,ObjectProperty
Sustainable_Cities_and_Communities,subClassOf,Nf582dc8a10184cfcb623628af8e5c8a6
N1116c9b7363e489b90f1fac41ae1e6e7,cardinality,1
has_ODA_for_scholarships,label,ODA_for_scholarships
has_Seized_or_surrendered_arms,range,Seized_or_surrendered_arms
has_Violence_by_partner,label,Violence_by_partner
Prod_per_labour_unit,label,Prod_per_labour_unit
has_Passenger_freight_volumes,range,Passenger_freight_volumes
Nbebd74415ccf49f988345167fed73e87,cardinality,1
Decent_Work_and_Economic_Growth,subClassOf,N6e1b6f7eae874af4b1fadb8d9c88772d
has_Macroeconomic_dashboard,range,Macroeconomic_dashboard
N2d889bf773d14db2921c806eff8b389f,type,Restriction
has_Own_health_decisions,type,ObjectProperty
N43052178a53d4b0b9cb856a49ca1540d,type,Restriction
N043fa9690bf0441096710b5bf0d297f1,cardinality,1
Disaster_losses,label,Disaster_losses
N55f5fc37ab694b0e988cdcbfb0ab83d3,type,Restriction
has_GDP_per_capita_growth,domain,Decent_Work_and_Economic_Growth
Suicide_mortality,subClassOf,Green_Indicators
has_Health_workers,type,ObjectProperty
N711e424934864431bb1a927a1dc75287,cardinality,1
Decent_Work_and_Economic_Growth,subClassOf,N3e34d3a691084a2787a89d50ab12a6de
has_New_HIV_infections,type,ObjectProperty
N699e0fb3fd4243208fe957455f067f95,type,Restriction
N9b7bc84911cc40f3be4d5c54bf3d5cdc,cardinality,1
N55f5fc37ab694b0e988cdcbfb0ab83d3,onClass,Corporate_sust_reports
N841cf15618bd4a12a72649477436118f,type,Restriction
Sustainable_Cities_and_Communities,subClassOf,N2b69c1d1f5a04f26ae6ea75ff9216d73
Local_sanitation_Mgmt,subClassOf,Red_Indicators
has_Foreign_Direct_Investment,type,ObjectProperty
has_Tourism_GDP_contribution,label,Tourism_GDP_contribution
N41042c5c7f6c49ab8c57756a304544d0,cardinality,1
N1482e5172bb34b4b848e923573f7f039,onClass,Victim_reports_of_crime
N710d127041644884a623365876fd1c9d,cardinality,1
Women_in_management,type,Class
Public_service_satisfaction,type,Class
Nd7ccad1edd4f462887f60dfcb4e1003f,onProperty,has_Developing_nation_tariffs
Clean_Water_and_Sanitation,subClassOf,Nd8fd6dabd6e2498dac14e81daad364d2
Sustainable_fishery_income,label,Sustainable_fishery_income
Gender_Equality,subClassOf,N789e6a7bbe6a438ca165bc2e1a2e7a1a
N86818bfbb1074ea1a4564e31d0798d61,cardinality,1
N7e87f7136ea74a8a8a9be5a39e31b961,type,Restriction
Water_sanitation_deaths,subClassOf,Green_Indicators
N53a778ec99cc4574a23a135de0a8b8bb,rest,nil
Forced_marriage,subClassOf,Yellow_Indicators
has_Statistical_capacity_resource,domain,Partnerships_for_The_Goals
Unsentenced_detainees,subClassOf,Yellow_Indicators
N7357ab605bbb4f97a22fc6ac66ed7bf1,cardinality,1
Manufacturing_value,label,Manufacturing_value
Unintentional_poisoning,subClassOf,Green_Indicators
has_Women_in_parliament,domain,Gender_Equality
Partnerships_for_The_Goals,subClassOf,Ncb7fcd4e3ee045de9156dafb61601121
Developing_nation_tariffs,type,Class
N1ded5fc49cc8417badb69435ba99efa0,onProperty,has_Institutional_representation
Quality_Education,subClassOf,N1b09fac222fd457f9e4df9839efb875e
has_R_and_D_spending,range,R_and_D_spending
Occupational_injuries,label,Occupational_injuries
has_Health_expenditure,type,ObjectProperty
N52ec73992fab402ca9c2a63b04a85f33,cardinality,1
has_Ocean_acidification,label,Ocean_acidification
Ne5140fee9b20408b94f543fc85ffde0d,type,Restriction
Mobile_network_coverage,label,Mobile_network_coverage
Nff2ef4df5d424c65aa8c3d13567020bc,onClass,Treated_wastewater
has_Policy_for_sust_development,label,Policy_for_sust_development
Nf63622207036429dbf160093085f6979,onProperty,has_Prod_per_labour_unit
has_Unemployment_rate,type,ObjectProperty
has_ICT_skills,type,ObjectProperty
Affordable_and_Clean_Energy,subClassOf,Nfc943a495a6c4c0f81a8f72827df0771
Nd691c50dbbda4438a8a7cf70116339a4,onProperty,has_Marine_protected_areas
Investment_for_LDCs,label,Investment_for_LDCs
N71ff3c46c42f4865a387c5b1d3aa428d,onProperty,has_Bribery_in_business
Zero_Hunger,subClassOf,N7e87f7136ea74a8a8a9be5a39e31b961
has_National_poverty,domain,No_Poverty
Neaaf8554ea734a02ab222bb146098ae0,onProperty,has_Research_for_marine_tech
has_ODA_for_infrastructure,domain,Industry_Innovation_and_Infrastructure
Health_expenditure,type,Class
has_Mobile_phone_ownership,type,ObjectProperty
has_Youth_employment_strategy,label,Youth_employment_strategy
Quality_Education,subClassOf,N69665175c83445f8a306afe47fdd8089
has_Sexual_violence,range,Sexual_violence
Ncf640b7375614150884e9ea787cb8406,type,Restriction
has_Sustainable_tourism_jobs,domain,Decent_Work_and_Economic_Growth
has_Urban_air_pollution,label,Urban_air_pollution
Na08553ae0b9b4750af0bed71cded8fbf,onClass,Income_growth_inequality
Nfd1ab85d832042ac9496830477160fa6,type,Restriction
Rural_road_access,type,Class
N546477627ee44bd591d5fa638c38b06a,type,Restriction
Electricity_access,subClassOf,Red_Indicators
Responsible_Consumption_and_Production,subClassOf,N37276e4595f2443d84bd081e6d9b9029
N18931c9696084cbea781d3df6c1639f3,onClass,Remittance_costs
Decent_Work_and_Economic_Growth,subClassOf,N50fc80f94fed44b4a9ac3bcfd72d255c
N7b03f9d53afb4a9cbe00f816590a0d08,onProperty,has_Public_information_access
Fish_stocks_levels,label,Fish_stocks_levels
N211c77da6c8947209060cc73c8e1d193,onProperty,has_Water_use_efficiency
Good_health_and_well_being,subClassOf,N308fb2625fda477ebcfd971281e128ae
ODA_to_health,label,ODA_to_health
Sanitation__handwashing,subClassOf,Yellow_Indicators
has_Water_ecosystems,domain,Clean_Water_and_Sanitation
N45f96a2a0c0d42c78da5815c4ff41e7c,onProperty,has_Planned_migration_policy
has_Mobile_network_coverage,range,Mobile_network_coverage
has_edu_for_sust_development,domain,Quality_Education
has_Forest_management,label,Forest_management
Sustainable_Development_Goals,broaderTransitive,sdg
Nc90de1154cd648e1941e14047f983fea,cardinality,1
has_Disparities_in_edu_access,domain,Quality_Education
Nf83ba3fbee41453eb9af2ec5a894818f,cardinality,1
N6e1b6f7eae874af4b1fadb8d9c88772d,type,Restriction
has_Genetic_resources,range,Genetic_resources
N699e0fb3fd4243208fe957455f067f95,onProperty,has_Secure_land_rights
has_Integrated__risk_Mgmt,range,Integrated__risk_Mgmt
Indicators,type,Class
Gender_Equality,subClassOf,Na9462ecc1fdc4710afd2e5a68f96ea1c
Industry_Innovation_and_Infrastructure,label,Industry_Innovation_and_Infrastructure
Industry_Innovation_and_Infrastructure,subClassOf,N0247f2c5216443f3a1ac0abeaa65b621
has_Sustainable_buildings,range,Sustainable_buildings
Ne941029b0d1344a5a3dc73dd6ff3be21,rest,N15b57982401345cda80d24c5d1934f2c
N6503a55f341f4e0098baf30e529e88a2,onProperty,has_Local_breed_extinction
Global_food_loss,label,Global_food_loss
Domestic_taxes,label,Domestic_taxes
has_Developing_nation_exports,label,Developing_nation_exports
has_Open_city_spaces,domain,Sustainable_Cities_and_Communities
Sustainable_Development_Goals,member,No_Poverty
N8250471580e14665a7d8c48cea7d6465,onClass,ICT_skills
has_Water_sanitation_deaths,range,Water_sanitation_deaths
Nbe5500b100b64ade9d50f5ebd8bfa93e,type,Restriction
Internet_use,subClassOf,Green_Indicators
Partnerships_for_The_Goals,subClassOf,N6b9ea41485e649edb87fcf8d1a88476d
N6468e449e46247a9ade8dda04ce0ef50,cardinality,1
has_Qualified_teachers,range,Qualified_teachers
has_Ocean_acidification,type,ObjectProperty
Nfd1ab85d832042ac9496830477160fa6,onClass,Hazardous_waste_agreement
has_Time_on_domestic_work,label,Time_on_domestic_work
Zero_Hunger,subClassOf,Nc6ddc5d6144342c4b57c487cf9352d61
Development_assistance,type,Class
has_Developing_nation_tariffs,domain,Partnerships_for_The_Goals
Financial_services_access,type,Class
Sustainable_production,type,Class
Agri_export_subsidies,label,Agri_export_subsidies
has_Small_scale_industry_credit,domain,Industry_Innovation_and_Infrastructure
Unintentional_poisoning,label,Unintentional_poisoning
Industry_Innovation_and_Infrastructure,subClassOf,N08fa28cb23184f679dea3dc21b3bcfe3
Female_land_ownership,type,Class
Nd7ccad1edd4f462887f60dfcb4e1003f,cardinality,1
Substance_use_treatment,type,Class
Differential_tariffs,subClassOf,Green_Indicators
Manufacturing_employment,label,Manufacturing_employment
ODA_from_OECD,type,Class
Ne941029b0d1344a5a3dc73dd6ff3be21,first,Responsible_Consumption_and_Production
has_Inclusive_decision_making,label,Inclusive_decision_making
has_Differential_tariffs,range,Differential_tariffs
Nbd3ddaa92328410e9ce7efd50c47567f,onClass,Disaster_losses
has_Air_pollution_deaths,range,Air_pollution_deaths
has_Planned_migration_policy,range,Planned_migration_policy
has_Foreign_Direct_Investment,range,Foreign_Direct_Investment
has_GDP_growth_per_employed,domain,Decent_Work_and_Economic_Growth
Nbe7cb782e9824f5a808110d583da4fbb,type,Restriction
Ne218764d402e4454a2c64dc49410fd06,cardinality,1
has_Urban_air_pollution,domain,Sustainable_Cities_and_Communities
has_Public_information_access,type,ObjectProperty
Poverty_reduction_prog,subClassOf,Red_Indicators
has_Electricity_access,domain,Affordable_and_Clean_Energy
Life_On_Land,label,Life_On_Land
Ndced240d98a244c4b1bc84b75103449a,type,Restriction
N21d884eb4bfd4572a5bba844af3e104e,type,Restriction
Renewable_energy,subClassOf,Green_Indicators
N3e4746581f5e4f73accbfd3c687af912,cardinality,1
